codigo,dgenerica,despecifica,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,latitud,longitud
"03004132","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","BAMBI","Priv.","CL","TOSSAL GROS","23",3700,"DÉNIA","Alacant","965781894","965782906",3.88304825e+01,8.34269971e-02
"03004193","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADO CORAZÓN","Priv.","PD","SANTA LUCÍA","23",3700,"DÉNIA","Alacant","965780203","965787674",3.88310509e+01,1.17191002e-01
"46020509","CENTRE PRIVAT DE FORMACIO DE PERSONES ADULTES","VICENT VENTURA","Priv.","CL","CONVENT DE CARMELITES","1",46010,"VALENCIA","València","963935126","963932829",3.94835472e+01,-3.71647000e-01
"46007384","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","ALEVÍN","Priv.","CL","VICENT ANDRÉS ESTELLÉS ESQ.C.9 D'OCTUBRE","5",46111,"ROCAFORT","València","961314117",,3.95394363e+01,-4.19744015e-01
"46000900","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","NUESTRA SEÑORA DEL CARMEN","Púb.","CL","PINTOR SEGRELLES","S/N",46960,"ALDAIA","València","962566620","962566621",3.94741821e+01,-4.66286004e-01
"46002702","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","FRANCESC PONS BOIGUES","Púb.","CL","VICENT ANDRÉS ESTELLÉS","2",46740,"CARCAIXENT","València","962457575","962457576",3.91200562e+01,-4.43702012e-01
"46005144","ESCOLA D'ART I SUPERIOR DE CERÀMICA","DE MANISES","Púb.","CL","CERAMISTA ALFONS BLAT","14",46940,"MANISES","València","961545092","961524538",3.94988747e+01,-4.72498000e-01
"46013232","ESCOLA D'ART I SUPERIOR DE DISSENY",,"Púb.","CL","PINTOR DOMINGO","20",46001,"VALENCIA","València","963156700","963156701",3.94747047e+01,-3.82788986e-01
"46016993","ESCOLA SUPERIOR D'ART DRAMÀTIC",,"Púb.","CM","DE VERA","29",46022,"VALENCIA","València","963624311","963933830",3.94837418e+01,-3.46830994e-01
"46003901","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LES ERES","Púb.","CR","XÀTIVA","S/N",46669,"ÈNOVA (L')","València","962249785","962249786",3.90412865e+01,-4.78709996e-01
"46009460","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADO CORAZÓN DE JESÚS -CARMELITAS-","Priv.","CL","MURO SANTA ANA","5",46003,"VALENCIA","València","963910512","963922768",3.94788704e+01,-3.74897987e-01
"46003962","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","COMTE DE SALVATIERRA DE ALAVA","Púb.","CR","DE BENEIXAMA","2",46635,"FONTANARS DELS ALFORINS","València","962222272","962222085",3.87811699e+01,-7.84556985e-01
"46002908","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN ANTONIO DE PADUA","Priv.","CL","RAMÓN Y CAJAL","2",46470,"CATARROJA","València","961220067","961269250",3.94039917e+01,-4.03010011e-01
"46003469","CENTRO PRIVADO DE EDUCACIÓN INFANTIL","SAGRADO CORAZÓN DE JESÚS","Priv.","CL","NUEVA","14",46821,"CHELLA","València","962220010","962220010",3.90446548e+01,-6.61894023e-01
"46003482","CENTRO PRIVADO E. INFANTIL, PRIMARIA Y SECUNDARIA","SAN JOSÉ DE LA MONTAÑA","Priv.","PZ","DEL MERCADO","S/N",46380,"CHESTE","València","962510523","962513006",3.94967918e+01,-6.85625970e-01
"46003330","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","INMACULADA CONCEPCIÓN","Priv.","CL","DE BAIX","28",46400,"CULLERA","València","961720107","961726752",3.91662445e+01,-2.56300986e-01
"46018217","CENTRE AUTORITZAT ELEMENTAL DE MÚSICA","MAESTRO VALDOVÍN","Priv.","CL","ABAD SOLA","32",46702,"GANDIA","València","962879603","962873377",3.89673576e+01,-1.86633006e-01
"46004474","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","CUMBRES","Priv.","CL","LOS ALMENDROS","3",46110,"GODELLA","València","963638166","963635912",3.95299034e+01,-4.32651013e-01
"46019350","CONSERVATORIO PROFESIONAL DE MÚSICA","MARIANO PÉREZ SÁNCHEZ","Púb.","CL","DOCTOR FLEMING","6",46340,"REQUENA","València","962302204","962302321",3.94921799e+01,-1.10115898e+00
"46007748","INSTITUT D'EDUCACIÓ SECUNDÀRIA","CAMP DE MORVEDRE","Púb.","CL","ABOGADO FAUSTO CARUANA","S/N",46520,"SAGUNT PUERTO SAGUNTO (EL)","València","962671320","962671265",3.96714058e+01,-2.46581003e-01
"46007736","INSTITUT D'EDUCACIÓ SECUNDÀRIA","CLOT DEL MORO","Púb.","PD","CLOT DEL MORO","S/N",46500,"SAGUNT","València","962662014","962654588",3.96758652e+01,-2.90600985e-01
"46007955","INSTITUT D'EDUCACIÓ SECUNDÀRIA","ENRIC VALOR","Púb.","CL","AUSIÀS MARCH","S/N",46460,"SILLA","València","961200005","961212858",3.93567657e+01,-4.13188994e-01
"46008340","INSTITUT D'EDUCACIÓ SECUNDÀRIA","JAUME II EL JUST","Púb.","CL","LA DULA","29",46760,"TAVERNES DE LA VALLDIGNA","València","962820827","962837510",3.90778618e+01,-2.59842008e-01
"46008753","INSTITUT D'EDUCACIÓ SECUNDÀRIA","TIRANT LO BLANC","Púb.","CL","FRAY LUIS AMIGO","41",46900,"TORRENT","València","961550714","961575263",3.94334831e+01,-4.63925987e-01
"46019015","INSTITUT D'EDUCACIÓ SECUNDÀRIA","SERRA PERENXISA","Púb.","CL","CORONA D'ARAGÓ","1",46900,"TORRENT","València","961574634","961574705",3.94294739e+01,-4.66349989e-01
"46012999","INSTITUT D'EDUCACIÓ SECUNDÀRIA","JOANOT MARTORELL","Púb.","CL","CIUDAD DEL APRENDIZ","2",46017,"VALENCIA","València","963587774","963587775",3.94405365e+01,-3.90365005e-01
"46015711","INSTITUT D'EDUCACIÓ SECUNDÀRIA","CAMPANAR","Púb.","PZ","BADAJOZ","S/N",46015,"VALENCIA","València","963496233","963496111",3.94813194e+01,-3.98580015e-01
"46012987","INSTITUT D'EDUCACIÓ SECUNDÀRIA","CID CAMPEADOR","Púb.","CL","GUILLEM DESPUIG","8",46018,"VALENCIA","València","963857453","963854140",3.94652710e+01,-3.99488002e-01
"46004814","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","FRANCISCO LLOPIS LATORRE","Priv.","CL","SAN VICENTE","40",46160,"LLÍRIA","València","962792585","962791061",3.96298943e+01,-5.95461011e-01
"46004796","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SANTA ANA","Priv.","CL","ALCUBLAS","30",46160,"LLÍRIA","València","962780846","962782440",3.96304169e+01,-5.99087000e-01
"46004966","CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA","LA MALVESIA","Priv.","PD","EL CERCAT","S/N",46195,"LLOMBAI","València","962550420","962990824",3.92862244e+01,-5.80308974e-01
"46018643","ESCOLA PRIVADA DE MÚSICA","MIGUEL ESPARZA","Priv.","PZ","DEL PINTOR DÍEZ","3-4",46815,"LLOSA DE RANES (LA)","València","962230671",,3.90190544e+01,-5.34292996e-01
"46005961","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","SAGRADA FAMILIA","Priv.","AV","JAUME I","23",46850,"OLLERIA (L')","València","962200127",,3.89138222e+01,-5.51123977e-01
"03006943","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","RINCÓN DE BONANZA","Púb.","CL","LAS ESCUELAS","S/N",3311,"ORIHUELA BONANZA (RAIGUERO DE)","Alacant","965304181",,3.80895996e+01,-9.77801979e-01
"03010648","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BEC DE L'ÀGUILA","Púb.","PD","RASPEIG","17",3690,"SANT VICENT DEL RASPEIG","Alacant","965665016","965677011",3.84069481e+01,-5.27010977e-01
"03011781","CENTRE DOCENT PRIVAT ESTRANGER","ESCUELA NORUEGA COSTA BLANCA","Priv.","CL","RÍO GUADIANA","14",3580,"ALFÀS DEL PI (L')","Alacant","965887767","966860001",3.85958252e+01,-1.13499999e-01
"03010995","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","C.E.B.A.T. CENTRO ESTUDIOS BÁSICOS ATLAS","Priv.","CR","SAN VICENTE-SAN JUAN,  KM. 8",,3110,"MUTXAMEL","Alacant","965955454","965955454",3.84053040e+01,-4.60734010e-01
"12001903","INSTITUT D'EDUCACIÓ SECUNDÀRIA","ELS PORTS","Púb.","PS","JAUME I","3",12300,"MORELLA","Castelló","964160134","964160737",4.06210213e+01,-1.05013996e-01
"03009786","INSTITUTO DE EDUCACIÓN SECUNDARIA","ANTONIO NAVARRO SANTAFÉ","Púb.","LG","SAN BENITO","S/N",3400,"VILLENA","Alacant","965802471","965802489",3.86254234e+01,-8.58740985e-01
"03004685","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","FRANCISCO GINER DE LOS RÍOS","Púb.","PZ","BARCELONA","7",3206,"ELX","Alacant","966915265","966915266",3.82720909e+01,-7.06376016e-01
"03004715","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","REYES CATÓLICOS","Púb.","CL","FRAY LUIS DE LEÓN","9",3203,"ELX","Alacant","966915275","966915276",3.82580643e+01,-6.96633995e-01
"03007017","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","VIRGEN DE LOS DESAMPARADOS","Púb.","CL","EL MANSEGAL","S/N",3312,"ORIHUELA DESAMPARADOS (LOS)","Alacant","966904150","966904151",3.80640755e+01,-9.78298008e-01
"03007157","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","MAESTRO ISMAEL GARCÍA","Púb.","AV","DE LA LIBERTAD","S/N",3315,"ORIHUELA MURADA (LA)","Alacant","966904290","966904291",3.81727257e+01,-9.59909022e-01
"03008204","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","HISPANIDAD","Púb.","CL","PINTOR SOROLLA","2",3130,"SANTA POLA","Alacant","965412140","965412140",3.81980743e+01,-5.55947006e-01
"03008216","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VIRGEN DE LORETO","Púb.","CL","CARIDAD","53",3130,"SANTA POLA","Alacant","966616040","966616041",3.81935387e+01,-5.51505029e-01
"03010958","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","CRISTOBAL COLÓN","Púb.","CL","PERSIANAS","S/N",3630,"SAX","Alacant","965475117","965475117",3.85322723e+01,-8.25895011e-01
"03010314","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MESTRE GASPAR LÓPEZ","Púb.","PD","SALT DE L'AIGUA","S/N",3503,"BENIDORM","Alacant","965858418","966830696",3.85550613e+01,-1.21321999e-01
"03003231","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MANUEL BRU","Púb.","AV","DE MADRID","S/N",3720,"BENISSA","Alacant","965730210","965730210",3.87175941e+01,5.66050000e-02
"12001940","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CERVANTES","Púb.","CL","SANTA NATALIA","S/N",12520,"NULES","Castelló","964738585","964738586",3.98553429e+01,-1.59891993e-01
"12001964","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LOPE DE VEGA","Púb.","CL","SAGRADA FAMILIA","S/N",12520,"NULES","Castelló","964738590","964738591",3.98544617e+01,-1.52954996e-01
"12002312","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","PINTOR CAMARÓN","Púb.","AV","SIERRA ESPADÁN","S/N",12400,"SEGORBE","Castelló","964336345","964336346",3.98514862e+01,-4.82185990e-01
"12004199","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MANUEL FOGUET","Púb.","CL","YECLA","S/N",12500,"VINARÒS","Castelló","964402168","964407015",4.04641876e+01,4.67745006e-01
"12003171","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANT JOAN DE PENYAGOLOSA","Púb.","CL","ARRABAL DEL LORETO","23",12135,"VISTABELLA DEL MAESTRAZGO","Castelló","964738720","964738721",4.02929955e+01,-2.94142008e-01
"03011446","ESCOLA PÚBLICA DE MÚSICA I DANSA","MUNICIPAL","Púb.","AV","PAÍS VALENCIÀ","188",3720,"BENISSA","Alacant","965732226","965730187",3.87142868e+01,4.52920012e-02
"03009361","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MARÍA FRANCISCA RUIZ MIQUEL","Púb.","PD","TORRETA","43",3570,"VILA JOIOSA (LA)","Alacant","965892201","966810060",3.85146675e+01,-2.31291994e-01
"03011835","CONSERVATORIO PROFESIONAL DE MÚSICA","FRANCISCO CASANOVAS","Púb.","CL","UNIÓN MUSICAL TORREVEJENSE","47",3181,"TORREVIEJA","Alacant","965712311","966700558",3.79791374e+01,-6.80711985e-01
"03009154","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","SANTA TERESA","Púb.","BD","SAN FRANCISCO","S/N",3400,"VILLENA","Alacant","965800993","965340725",3.86310692e+01,-8.48908007e-01
"03000345","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","JOSÉ ARNAUDA","Priv.","CL","PADRE POVEDA","1",3804,"ALCOI","Alacant","965330358","965333264",3.87058830e+01,-4.70952988e-01
"03000448","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LA SALLE","Priv.","CR","CHORRADOR","1",3803,"ALCOI","Alacant","966540010","966526412",3.87068024e+01,-4.78709996e-01
"46026615","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","CARAMELO","Priv.","CL","CUARTE","50",46113,"MONCADA","València","961394497",,3.95485573e+01,-3.93013000e-01
"03016432","ESCUELA INFANTIL DE PRIMER CICLO","MUNICIPAL","Púb.","CL","SAN MIGUEL","3",3169,"ALGORFA","Alacant","965700146",,3.80857048e+01,-7.97667980e-01
"46026652","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL EL SOLET","Púb.","CL","ERMITA","3",46721,"POTRÍES","València","633411122",,3.89152603e+01,-1.92668006e-01
"46026482","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","GULLIVER","Priv.","CL","GODOFREDO ROS","15-A",46006,"VALENCIA","València","963338097",,3.94584389e+01,-3.61497015e-01
"12000455","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MARQUÉS DE BENICARLÓ","Púb.","PS","MARÍTIM","1",12580,"BENICARLÓ","Castelló","964336410","964336411",4.04152298e+01,4.25998986e-01
"03010892","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","AZORÍN","Púb.","PD","GARGASINDI","5",3710,"CALP","Alacant","965831938","965839866",3.86487465e+01,4.80489992e-02
"03004259","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA XARA","Púb.","CL","LES ESCOLES","1",3709,"DÉNIA XARA (LA)","Alacant","966428815","966428816",3.88278542e+01,6.27740026e-02
"03010090","ESCUELA INFANTIL","SANTIAGO APÓSTOL","Púb.","CL","SAN ANTONIO","45",3340,"ALBATERA","Alacant","966912045","966912046",3.81767654e+01,-8.67330015e-01
"03009300","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","ACADEMIA COTS","Priv.","CL","VILLEGAS","4",3001,"ALACANT","Alacant","965208608","965207862",3.83453827e+01,-4.85125989e-01
"03008587","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","TIBI","Púb.","CL","CASTALLA","S/N",3109,"TIBI","Alacant","965617512","965617512",3.85326996e+01,-5.74303985e-01
"12001952","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DE LA CONSOLACIÓN","Priv.","CL","ARTANA","1",12520,"NULES","Castelló","964670158","964670732",3.98515434e+01,-1.61210999e-01
"03009920","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MIGUEL HERNÁNDEZ","Púb.","CL","R.PASCUAL MARTINEZ","45",3330,"CREVILLENT","Alacant","966915130","966915131",3.82422295e+01,-8.13251019e-01
"03001003","CENTRE DOCENT PRIVAT ESTRANGER","LICEO FRANCÉS","Priv.","AV","DE LA ALBUFERETA","42-44",3016,"ALACANT","Alacant","965262508","965659938",3.84013939e+01,-4.12694991e-01
"12000145","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","COMTE D'ARANDA","Púb.","CL","CALVARI","S/N",12110,"ALCORA (L')","Castelló","964738305","964738306",4.00773239e+01,-2.15198994e-01
"12000194","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CASTRO","Púb.","CL","LA VALL D'UIXÓ","S/N",12609,"ALFONDEGUILLA","Castelló","964738310","964738311",3.98339882e+01,-2.72597998e-01
"12000391","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CERVANTES-DUALDE","Púb.","CL","TRINITAT","S/N",12549,"BETXÍ","Castelló","964738340","964738341",3.99276733e+01,-2.01469004e-01
"12000571","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","L'HEREU","Púb.","CL","CONSTITUCIÓ","2",12190,"BORRIOL","Castelló","964738350","964738351",4.00420456e+01,-6.90879971e-02
"12003365","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA",,"Púb.","PZ","NOVA","S/N",12119,"COSTUR","Castelló","964738730","964738731",4.01189079e+01,-1.75265998e-01
"12001629","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA MORERIA","Púb.","CL","RAMON RAMIA","1",12185,"COVES DE VINROMÀ (LES)","Castelló","964336055","964336056",4.03107033e+01,1.18799999e-01
"12004281","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANT VICENT FERRER","Púb.","AV","OCTAVIO TEN","S/N",12600,"VALL D'UIXÓ (LA)","Castelló","964738775","964738776",3.98220749e+01,-2.24586993e-01
"12001794","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","COMTESSA DE LUCENA","Púb.","AV","FERNANDO LEÓN","33",12120,"LUCENA DEL CID","Castelló","964738575","964738576",4.01349220e+01,-2.80151010e-01
"03000485","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN VICENTE FERRER","Priv.","PZ","MOSSÉN JOSEP","1",3801,"ALCOI","Alacant","965540866","965546063",3.86938438e+01,-4.76060003e-01
"03002779","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","FUNDACIÓN RIBERA","Priv.","PZ","AJUNTAMENT","3",3450,"BANYERES DE MARIOLA","Alacant","965566565","966567535",3.87168121e+01,-6.56192005e-01
"03003073","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DE LOS DOLORES","Priv.","CL","EL PAL","6",3501,"BENIDORM","Alacant","965854095","965854095",3.85359612e+01,-1.29024997e-01
"03003905","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","FRANCISCO CANDELA","Púb.","AV","MANUEL SANCHIS GUARNER","S/N",3330,"CREVILLENT","Alacant","966915395","966915396",3.82524872e+01,-8.02398980e-01
"03003279","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LA PURÍSIMA","Priv.","PZ","PORTAL","4",3720,"BENISSA","Alacant","965730267","965730267",3.87169495e+01,5.38149998e-02
"03003577","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","FUNDACIÓN ANTONIO BONNY","Priv.","BD","ANTONIO BONNY","S/N",3560,"CAMPELLO (EL)","Alacant","965630314",,3.84389076e+01,-4.10849988e-01
"12003845","CENTRE PRIVAT DE PÀRVULS","CASA ESCOLA MONTORNÉS","Priv.","CL","MOLTA PAU","S/N",12560,"BENICÀSSIM","Castelló","964398404",,4.00497894e+01,1.89149994e-02
"12003833","CENTRE PRIVAT DE JARDÍ D'INFÀNCIA","SALIX","Priv.","CR","PORT, KM. 1,4",,12530,"BORRIANA","Castelló","964585656",,3.98760605e+01,-7.77190030e-02
"46026676","ESCUELA INFANTIL DE PRIMER CICLO","MUNICIPAL","Púb.","PS","DEL AZAHAR, ESQ. C.MORERA","S/N",46393,"LORIGUILLA","València","961668052",,3.94898376e+01,-5.74454010e-01
"46026688","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","NA TU TU","Priv.","CL","LES ESCOLES","23",46135,"ALBALAT DELS SORELLS","València","961495180 ",,3.95426941e+01,-3.48085999e-01
"46026470","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PITUS ABASTOS","Priv.","CL","HÉROE ROMEU","4-6",46008,"VALENCIA","València","963858788","963858788",3.94690742e+01,-3.88758987e-01
"03012281","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA PAZ","Púb.","CL","LA PAZ","S/N",3320,"ELX TORRELLANO","Alacant","966915385","966915386",3.82941399e+01,-5.92724979e-01
"03012293","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MONTCABRER","Púb.","CM","DE L'HORT","4",3830,"MURO DE ALCOY","Alacant","966527580","966527581",3.87774124e+01,-4.34711009e-01
"03004053","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","JOSÉ MARÍA PATERNINA","Púb.","CL","VALENCIA","12",3159,"DAYA NUEVA","Alacant","966926720","966926721",3.81133728e+01,-7.60689974e-01
"12000285","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JUAN CARLOS I","Púb.","CL","ISABEL LA CATÓLICA","22",12590,"ALMENARA","Castelló","962617240","962617241",3.97541504e+01,-2.22559005e-01
"12003547","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CARLES SALVADOR","Púb.","CL","MARÍA TERESA GONZÁLEZ","3",12005,"CASTELLÓ DE LA PLANA","Castelló","964558940","964558941",3.99772034e+01,-3.97399999e-02
"03004570","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JAIME BALMES","Púb.","CL","ALFREDO SANCHEZ TORRES","18",3206,"ELX","Alacant","965460179","966671905",3.82780876e+01,-7.11740017e-01
"03000734","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BENALÚA","Púb.","CL","DOCTOR JUST","S/N",3007,"ALACANT","Alacant","965919040","965919041",3.83379478e+01,-4.97895986e-01
"03009178","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","PRINCIPE D.JUAN MANUEL","Púb.","CL","SAX","5",3400,"VILLENA","Alacant","965801147","965800318",3.86395187e+01,-8.64884019e-01
"03002792","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","DIVINA AURORA","Púb.","CL","CARDENAL PAYA","132",3460,"BENEIXAMA","Alacant","965822608","965822608",3.87004509e+01,-7.62649000e-01
"03001088","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DEL REMEDIO","Priv.","PS","DE CAMPOAMOR","4",3010,"ALACANT","Alacant","965246990","965257124",3.83534317e+01,-4.86106992e-01
"03007212","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","VILLAR PALASÍ","Púb.","AV","DEL DOCTOR GARCÍA ROGEL","S/N",3300,"ORIHUELA","Alacant","966904170","966904171",3.80927391e+01,-9.39508021e-01
"46029926","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL SOROLL","Priv.","CL","PINTOR SOROLLA","10",46192,"MONTSERRAT","València",,,3.93589287e+01,-6.04830027e-01
"03017783","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL ALGAR","Púb.","CM","DE L'INSTITUT","S/N",3590,"ALTEA","Alacant","966885818","965840824",3.86055908e+01,-4.59889993e-02
"46030001","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ROSA SERRANO","Púb.","CL","TORRENT AMB C. ALBUFERA","S/N",46200,"PAIPORTA","València","963975324","963971681",3.94294548e+01,-4.16177005e-01
"46030059","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE SERRA","Púb.","CL","EL DORAOR","2",46118,"SERRA","València","961688443",,3.96856995e+01,-4.26800013e-01
"03017795","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL ","Púb.","CL","MOLIVENT","2",3140,"GUARDAMAR DEL SEGURA","Alacant","966728099",,3.80876350e+01,-6.55955970e-01
"46030060","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","FANTASÍA","Priv.","CL","JOSÉ ANDREU ALABARTA","5",46014,"VALENCIA","València","963206892","963206892",3.94547081e+01,-4.05066997e-01
"46030126","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","Púb.","CL","LEPANTO","6",46119,"NÁQUERA","València","961681575","961681317",3.96615448e+01,-4.27350998e-01
"46030138","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL BADALL 2","Priv.","CL","MAESTRO SOSA","20",46007,"VALENCIA","València","963813494",,3.94613686e+01,-3.84799987e-01
"03017825","ESCOLA OFICIAL D'IDIOMES",,"Púb.","AV","DE ANDALUCÍA","4",3804,"ALCOI","Alacant","965549798","965548410",3.87044945e+01,-4.68593001e-01
"46030151","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL LA TARARA","Púb.","CL","PROYECTO (SECTOR ZR-PP 2)","S/N",46293,"BENEIXIDA","València","962580160",,3.90595322e+01,-5.45131981e-01
"46030163","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PASSET A PASSET","Priv.","CL","CABALLEROS","30",46450,"BENIFAIÓ","València","657874737",,3.92866745e+01,-4.27264988e-01
"46030175","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","RISITAS","Priv.","CL","CORAZÓN DE JESÚS","3",46018,"VALENCIA","València","963770599","963770599",3.94633446e+01,-3.91777009e-01
"03017837","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA MUIXARA","Púb.","PD","FOIA BLANCA","2",3530,"NUCIA (LA)","Alacant","966897025","965870702",3.86119919e+01,-1.21858001e-01
"03017722","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL ","Púb.","AV","MAS NOU","1",3710,"CALP","Alacant","965839123",,3.86429520e+01,4.41170000e-02
"46029938","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL NÚMERO 2 D'ALFAFAR","Púb.","BO","D'ORBA","22",46910,"ALFAFAR","València","963182443",,3.94158211e+01,-3.96306992e-01
"46029951","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL COLORETS","Púb.","CL","ROÍS DE CORELLA","S/N",46712,"PILES","València","962831762",,3.89437218e+01,-1.30720004e-01
"46029963","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL NÚMERO 2 DE PICANYA","Púb.","AV","SENYERA","35",46210,"PICANYA","València","961594460",,3.94334106e+01,-4.29726988e-01
"03017758","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL ","Púb.","CL","AUSIÀS MARCH","S/N",3720,"BENISSA","Alacant","965733592","965732082",3.87166138e+01,5.47389984e-02
