codigo,dgenerica,despecifica,dabreviada,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,latitud,longitud
03002408,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CANALES Y MARTÍNEZ,CEIP CANALES Y MARTÍNEZ,Púb.,CL,COMUNIDAD VALENCIANA,64,3160,ALMORADÍ,Alacant,965290130,965290131,"38,10736","-0,787218"
03002470,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,VIRGEN DEL PILAR,CEIP VIRGEN DEL PILAR,Púb.,CL,MAESTRO FIDEL GÓMEZ,1,3187,MONTESINOS (LOS),Alacant,965290175,965290176,"38,02928","-0,742478"
03013054,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PASCUAL ANDREU,CEIP PASCUAL ANDREU,Púb.,LG,FINCA DE LES PALMERES,S/N,3160,ALMORADÍ,Alacant,965290150,965290151,"38,11362","-0,796939"
46020248,INSTITUTO DE EDUCACIÓN SECUNDARIA,,IES DE ADEMUZ,Púb.,AV,DE VALENCIA,47,46140,ADEMUZ,València,978787005,978787006,"40,05989","-1,285284"
46020261,INSTITUT D'EDUCACIÓ SECUNDÀRIA,,IES DE BENAGUASIL,Púb.,CL,SEGORBE,2,46180,BENAGUASIL,València,962718335,962718336,"39,60035","-0,58818"
46003512,INSTITUTO DE EDUCACIÓN SECUNDARIA,RICARDO MARÍN IBÁNEZ,IES RICARDO MARÍN IBÁNEZ,Púb.,CL,PUERTA ZAFA,36,46380,CHESTE,València,961808435,961808436,"39,498","-0,68634"
46020297,INSTITUTO DE EDUCACIÓN SECUNDARIA,,IES DE ENGUERA,Púb.,PZ,MANUEL TOLSÁ,S/N,46810,ENGUERA,València,962249085,962249086,"38,98232","-0,685892"
46019601,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,CENTRO DE ESTUDIOS ASES,CENTRE PRIVAT FP CENTRO DE ESTUDIOS ASES,Priv.,CL,JESÚS,104,46007,VALENCIA,València,963804172,963805060,"39,46109","-0,387998"
46007219,ESCUELA DE VITICULTURA Y ENOLOGÍA,FÉLIX JIMÉNEZ,ESCUELA DE VITICULTURA Y ENOLOGIA FÉLIX JIMÉNEZ,Púb.,PZ,PASCUAL CARRIÓN,5,46340,REQUENA,València,962301475,962301475,"39,49062","-1,099831"
03010727,INSTITUT D'EDUCACIÓ SECUNDÀRIA,ANDREU SEMPERE,IES ANDREU SEMPERE,Púb.,CL,ISABEL LA CATÓLICA,46,3803,ALCOI,Alacant,966528120,966528121,"38,70335","-0,482572"
03000394,INSTITUT D'EDUCACIÓ SECUNDÀRIA,PARE VITORIA,IES PARE VITORIA,Púb.,AV,DE ELCHE,15,3801,ALCOI,Alacant,966528115,966528116,"38,68752","-0,475878"
03000400,INSTITUT D'EDUCACIÓ SECUNDÀRIA,COTES BAIXES,IES COTES BAIXES,Púb.,PG,COTES BAIXES,S/N,3804,ALCOI,Alacant,966528110,966528111,"38,71379","-0,463346"
03002573,INSTITUT D'EDUCACIÓ SECUNDÀRIA,BELLAGUARDA,IES BELLAGUARDA,Púb.,CL,GALOTXA,1,3590,ALTEA,Alacant,966816070,966816071,"38,6047","-0,045746"
03013042,CENTRE AUTORITZAT ELEMENTAL DE DANSA,INMA CORTÉS,CENTRE ELEMENTAL DE DANSA INMA CORTÉS,Priv.,CL,MURILLO,7,3802,ALCOI,Alacant,965330022,,"38,69413","-0,485523"
03001726,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTÍSIMO SACRAMENTO FEYDA,CENTRE PRIVAT SANTÍSIMO SACRAMENTO FEYDA,Priv.,CL,TREINTA DE MARZO,1,3012,ALACANT,Alacant,965258356,965259401,"38,35631","-0,48475"
03000047,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA RAMBLA,CEIP LA RAMBLA,Púb.,AV,DE ALCOY,S/N,3698,AGOST,Alacant,966908135,966908136,"38,43839","-0,635608"
03010193,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,EMILIO VARELA,CEIP EMILIO VARELA,Púb.,CL,DEL CLOT,10,3011,ALACANT,Alacant,965919780,965919781,"38,377","-0,495533"
03011987,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ENRIC VALOR,CEIP ENRIC VALOR,Púb.,CL,SANT LLORENÇ,33,3007,ALACANT,Alacant,965919790,965919791,"38,34044","-0,515918"
03001623,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,NUESTRA SEÑORA DE LA PAZ,CEIP NUESTRA SEÑORA DE LA PAZ,Púb.,CL,ABOGADO PÉREZ MIRETE,S/N,3011,ALACANT,Alacant,965936320,965936321,"38,37331","-0,4922"
03001647,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,PRÁCTICAS-LA ANEJA,CEIP PRÁCTICAS-LA ANEJA,Púb.,CL,MONTE TOSSAL,S/N,3004,ALACANT,Alacant,965937360,965937361,"38,352","-0,493242"
03001601,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CAMPOAMOR,CEIP CAMPOAMOR,Púb.,PS,DE CAMPOAMOR,1,3010,ALACANT,Alacant,965919730,965919731,"38,35512","-0,486806"
03001660,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN FRANCISCO DE ASÍS,CEIP SAN FRANCISCO DE ASÍS,Púb.,CL,CEFEO,82,3006,ALACANT,Alacant,965937370,965937371,"38,34763","-0,515231"
03001957,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANTÍSIMA FAZ,CEIP SANTÍSIMA FAZ,Púb.,CL,BARÍTONO PACO LATORRE,S/N,3015,ALACANT,Alacant,965936390,965936391,"38,37746","-0,485252"
46020327,INSTITUT D'EDUCACIÓ SECUNDÀRIA,PLA DE NADAL,IES PLA DE NADAL,Púb.,AV,DEL POLIDEPORTIVO,S/N,46190,RIBA-ROJA DE TÚRIA,València,962718340,962718341,"39,54659","-0,57951"
46017742,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,DIPUTACIÓ,CENTRE PÚBLIC FPA DIPUTACIÓ,Púb.,CL,JUAN DE GARAY,23,46017,VALENCIA,València,963883032,963883035,"39,45358","-0,396017"
46020339,CENTRE PRIVAT D'EDUCACIÓ ESPECIAL,AVAPACE-VIRGEN DE AGOSTO,CEE PRIV. AVAPACE-VIRGEN DE AGOSTO,Priv.,CL,LLOMETA DEL MAS,S/N,46117,BÉTERA,València,961601200,963604437,"39,58383","-0,473072"
46020406,INSTITUT D'EDUCACIÓ SECUNDÀRIA,CARLES SALVADOR,IES CARLES SALVADOR,Púb.,CL,MONESTIR DE POBLET,S/N,46960,ALDAIA,València,961205990,961205991,"39,4613","-0,457606"
12004898,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,E.C.DE L'ALT PALÀNCIA,CENTRO PÚBLICO FPA E.C.DE L'ALT PALÀNCIA,Púb.,CL,BONIFACIO FERRER,2,12400,SEGORBE,Castelló,964336380,964336381,"39,85068","-0,490907"
46003615,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",NUESTRA SEÑORA DE LA SALUD,CENTRE PRIVAT NUESTRA SEÑORA DE LA SALUD,Priv.,CL,VALENCIA,27,46950,XIRIVELLA,València,963135883,963135884,"39,46542","-0,423548"
46019155,CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS,JAIME I,CENTRO PÚBLICO FPA JAIME I,Púb.,CL,SOLANO,1,46140,ADEMUZ,València,978787000,978787001,"40,06015","-1,285779"
46019167,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,ENRIC VALOR,CENTRE PÚBLIC FPA ENRIC VALOR,Púb.,CL,PADRE GUILLEM (CASTILLO PALACIO ALAQUÀS),2,46970,ALAQUÀS,València,961206495,961206496,"39,45785","-0,456501"
46008650,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",EL VEDAT,CENTRE PRIVAT EL VEDAT,Priv.,CL,CAMINO DEL REALÓN,19,46900,TORRENT,València,961580544,961580608,"39,41084","-0,467972"
46006811,CENTRE PRIVAT E. INFANTIL I PRIMÀRIA,SANTA ANA,CENTRE PRIVAT SANTA ANA,Priv.,CL,MAJOR,10,46670,POBLA LLARGA (LA),València,962970791,,"39,08529","-0,476097"
46005351,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADO CORAZÓN,CENTRE PRIVAT SAGRADO CORAZÓN,Priv.,CL,EDUARDO ROMERO,6,46133,MELIANA,València,961493430,961481278,"39,52924","-0,347933"
46005612,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JAIME APÓSTOL,CENTRE PRIVAT SAN JAIME APÓSTOL,Priv.,CL,AUSIÀS MARCH,7,46113,MONCADA,València,961309001,961309129,"39,54492","-0,392501"
46005636,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JOSÉ,CENTRE PRIVAT SAN JOSÉ,Priv.,CL,VALENCIA,32,46113,MONCADA,València,961393299,,"39,54413","-0,401331"
46017286,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA MASIA,CENTRE PRIVAT LA MASIA,Priv.,CL,LES BARRAQUES,S/N,46136,MUSEROS,València,961441212,961450008,"39,56096","-0,345495"
46005983,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA CONCEPCIÓN,CENTRE PRIVAT LA CONCEPCIÓN,Priv.,AV,SAN FRANCISCO,5,46870,ONTINYENT,València,962380100,962380120,"38,82918","-0,607163"
46006161,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA INMACULADA,CENTRE PRIVAT LA INMACULADA,Priv.,CL,ANTIC REGNE DE VALENCIA,35,46200,PAIPORTA,València,963971153,963972940,"39,42646","-0,417652"
46006264,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",ESCUELA 2,CENTRE PRIVAT ESCUELA 2,Priv.,CL,578,2,46182,PATERNA CAÑADA (LA),València,961329017,961329157,"39,52696","-0,469397"
46006410,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,LA SALLE,CENTRE PRIVAT LA SALLE,Priv.,CL,SAN LUIS BELTRÁN,8,46980,PATERNA,València,961365540,961365541,"39,49635","-0,431945"
46008157,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",E. JARDÍN ATENEO SUECO DEL SOCORRO,CENTRE PRIVAT E. JARDÍN ATENEO SUECO DEL SOCORRO,Priv.,CL,LA VALLDIGNA,18,46410,SUECA,València,961702935,961712016,"39,19945","-0,314838"
46001254,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADO CORAZÓN DE JESÚS,CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS,Priv.,CL,ALFONSO,33,46230,ALGINET,València,961751465,961750256,"39,25979","-0,468786"
46018187,CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA,LIRA ALMUSAFENSE,CENTRE ENS. PROFESSIONALS DE MÚSICA LIRA ALMUSAFENSE,Priv.,CL,AUSIÀS MARCH,37,46440,ALMUSSAFES,València,961794469,,"39,2938","-0,414"
46000614,CENTRE PRIVAT E. INFANTIL I PRIMÀRIA,SANTOS PATRONOS,CENTRE PRIVAT SANTOS PATRONOS,Priv.,CL,BENITO PÉREZ GALDÓS,52,46600,ALZIRA,València,962412131,962404703,"39,14969","-0,434064"
46001667,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",ASUNCIÓN DE NUESTRA SEÑORA,CENTRE PRIVAT ASUNCIÓN DE NUESTRA SEÑORA,Priv.,CL,PEDRALBA,38,46180,BENAGUASIL,València,962730108,962731714,"39,5958","-0,586706"
46001795,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,"LA SAFOR, COOP. VALENCIANA","CENTRE PRIVAT FP LA SAFOR, COOP. VALENCIANA",Priv.,CL,SANT MARC,10,46722,BENIARJÓ,València,962800145,962800651,"38,93224","-0,188482"
46001941,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",ESCLAVAS SAGRADO CORAZÓN DE JESÚS,CENTRE PRIVAT ESCLAVAS SAGRADO CORAZÓN DE JESÚS,Priv.,CL,CONVENT,2,46703,BENIRREDRÀ,València,962860410,962860176,"38,96178","-0,190022"
03014113,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,ÁNGEL DE LA GUARDA II,CENTRE PRIVAT ÁNGEL DE LA GUARDA II,Priv.,CL,ANDALUCÍA,20,3016,ALACANT,Alacant,965261899,965261900,"38,36682","-0,454986"
46002350,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA FONTAINE,CENTRE PRIVAT LA FONTAINE,Priv.,CL,MENDIZABAL,88,46100,BURJASSOT,València,963631790,963902757,"39,51284","-0,415615"
46002301,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",NATIVIDAD DE NUESTRA SEÑORA,CENTRE PRIVAT NATIVIDAD DE NUESTRA SEÑORA,Priv.,CL,ESPARTERO,2,46100,BURJASSOT,València,963635262,963634802,"39,50262","-0,41317"
46002258,CENTRE PRIVAT E. INFANTIL I PRIMÀRIA,SAN MIGUEL ARCÁNGEL,CENTRE PRIVAT SAN MIGUEL ARCÁNGEL,Priv.,CL,PATRIARCA,1,46100,BURJASSOT,València,963639965,960650737,"39,50542","-0,406762"
46019180,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,CLARA CAMPOAMOR,CENTRE PÚBLIC FPA CLARA CAMPOAMOR,Púb.,CL,SAN FRANCISCO,52,46960,ALDAIA,València,961206905,961206906,"39,46236","-0,463432"
46019179,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,ENRIC VALOR,CENTRE PÚBLIC FPA ENRIC VALOR,Púb.,CL,RONDA DE ALGEMESI,2,46600,ALZIRA,València,962458035,962458036,"39,15292","-0,440969"
03014289,CENTRE DOCENT PRIVAT ESTRANGER,XABIA INTERNATIONAL COLLEGE,CENTRE ESTRANGER XABIA INTERNATIONAL COLLEGE,Priv.,CR,CAP LA NAU,21,3730,XÀBIA,Alacant,966471785,966471785,"38,75844","0,214566"
46006446,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",EL ARMELAR,CENTO PRIVADO EL ARMELAR,Priv.,CR,"PISTA DE ADEMUZ, KM. 5",,46989,PATERNA TERRAMELAR,València,961383112,961373593,"39,50854","-0,429701"
46006501,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTO TOMÁS DE AQUINO,CENTRE PRIVAT SANTO TOMÁS DE AQUINO,Priv.,CL,610,27,46182,PATERNA CAÑADA (LA),València,961320416,961320416,"39,53191","-0,466629"
46006677,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA NOSTRA ESCOLA COMARCAL,CENTRE PRIVAT LA NOSTRA ESCOLA COMARCAL,Priv.,PD,LES CANYADES (APT. 121),S/N,46220,PICASSENT,València,961231933,961242093,"39,39667","-0,4825"
46006872,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",ALFINACH,CENTRE PRIVAT ALFINACH,Priv.,CM,DE MAGRANERS,S/N,46530,PUÇOL,València,961420892,961465169,"39,62339","-0,329209"
46003159,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",PURÍSIMA CONCEPCIÓN,CENTRE PRIVAT PURÍSIMA CONCEPCIÓN,Priv.,PZ,DEL CASTELL,2,46930,QUART DE POBLET,València,961531973,961531973,"39,48392","-0,44073"
46018898,ESCOLA PRIVADA DE MÚSICA,JOAQUÍN RODRIGO,ESCOLA PRIVADA DE MÚSICA JOAQUÍN RODRIGO,Priv.,CL,CRONISTA CHABRET,6,46500,SAGUNT,València,962662016,,"39,68051","-0,277999"
46018801,ESCOLA PRIVADA DE MÚSICA,EDUARDO ARNAU,ESCOLA PRIVADA DE MÚSICA EDUARDO ARNAU,Priv.,PZ,PRAT COMARCAL,S/N,46760,TAVERNES DE LA VALLDIGNA,València,962823121,,"39,07176","-0,262129"
46008522,CENTRE PRIVAT D'EDUCACIÓ ESPECIAL,SQUEMA,CEE PRIV. SQUEMA,Priv.,CL,FONT DE MANYES,2,46901,TORRENT MONTE VEDAT,València,961550462,961550462,"39,416","-0,495211"
46008111,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LUIS VIVES,CENTRE PRIVAT LUIS VIVES,Priv.,CL,HUMANISTA LUIS VIVES,6,46410,SUECA,València,961701621,961701621,"39,20097","-0,303481"
46008686,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA PURÍSIMA,CENTRE PRIVAT LA PURÍSIMA,Priv.,PZ,DELS MORALETS,16,46900,TORRENT,València,961551121,961553620,"39,43647","-0,467423"
46008662,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",NUESTRA SEÑORA DEL MONTE SIÓN,CENTRE PRIVAT NUESTRA SEÑORA DEL MONTE SIÓN,Priv.,AV,PADRE PRUDENCIO PALMERA,10,46900,TORRENT,València,961555252,961562144,"39,43248","-0,464424"
46014170,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTA TERESA DE JESÚS,CENTRE PRIVAT SANTA TERESA DE JESÚS,Priv.,CL,CONSTITUCIÓN,76,46901,TORRENT MONTE VEDAT,València,961550678,961581489,"39,42823","-0,483362"
46014029,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTO DOMINGO,CENTRE PRIVAT SANTO DOMINGO,Priv.,CL,RAVALET,26,46270,VILLANUEVA DE CASTELLÓN,València,962451025,962452791,"39,07581","-0,511819"
46000109,CENTRE PRIVAT E. INFANTIL I PRIMÀRIA,MARE DE DÉU DE L'OLIVAR I,CENTRE PRIVAT MARE DE DÉU DE L'OLIVAR I,Priv.,CM,VELL DE TORRENT,14,46970,ALAQUÀS,València,961502317,961502317,"39,45603","-0,463089"
46018953,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA MURTERA,CEIP LA MURTERA,Púb.,CL,JOSÉ ESCRIVÁ,S/N,46724,ADOR - PALMA DE GANDIA,València,962826630,962826631,"38,92228","-0,223911"
46000328,CENTRE PRIVAT E. INFANTIL I PRIMÀRIA,LA MILAGROSA,CENTRE PRIVAT LA MILAGROSA,Priv.,CL,HOSPITAL,5,46260,ALBERIC,València,962441194,962443808,"39,1175","-0,518071"
46000845,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",MARIANO SERRA,CENTRE PRIVAT MARIANO SERRA,Priv.,CM,FONDO,S/N,46960,ALDAIA,València,961504515,961519123,"39,46521","-0,45251"
46000948,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",MARÍA INMACULADA,CENTRE PRIVAT MARÍA INMACULADA,Priv.,CL,DELS FURS,25,46910,ALFAFAR,València,963750478,963750478,"39,42376","-0,392815"
46001096,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JOSÉ DE CALASANZ,CENTRE PRIVAT SAN JOSÉ DE CALASANZ,Priv.,CL,ESCUELAS PÍAS,30,46680,ALGEMESÍ,València,962482264,962424007,"39,195","-0,431865"
46002520,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANT ANTONI ABAT,CENTRE PRIVAT SANT ANTONI ABAT,Priv.,AV,NOU D'OCTUBRE,24,46650,CANALS,València,962241010,962241010,"38,95867","-0,585224"
03004201,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JUAN BAUTISTA,CENTRE PRIVAT SAN JUAN BAUTISTA,Priv.,CL,CANDIDA CARBONELL,4,3700,DÉNIA,Alacant,965780242,965786311,"38,84145","0,10922"
03003735,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,AZORÍN,CEIP AZORÍN,Púb.,AV,AZORÍN,21,3158,CATRAL,Alacant,965290180,965290181,"38,16179","-0,802938"
03003061,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",LOPE DE VEGA,CENTRE PRIVAT LOPE DE VEGA,Priv.,AV,DEL DOCTOR SEVERO OCHOA,9,3503,BENIDORM,Alacant,965854150,965867943,"38,54344","-0,103021"
03003954,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",NUESTRA SEÑORA DEL CARMEN,CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN,Priv.,CM,CARMELITAS MISIONERAS TERESIANAS,6,3330,CREVILLENT,Alacant,965401968,966680140,"38,24961","-0,802663"
03004132,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,BAMBI,CENTRE PRIV. ED. INFANTIL BAMBI,Priv.,CL,TOSSAL GROS,23,3700,DÉNIA,Alacant,965781894,965782906,"38,83048","0,083427"
03004193,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADO CORAZÓN,CENTRE PRIVAT SAGRADO CORAZÓN,Priv.,PD,SANTA LUCÍA,23,3700,DÉNIA,Alacant,965780203,965787674,"38,83105","0,117191"
46020509,CENTRE PRIVAT DE FORMACIO DE PERSONES ADULTES,VICENT VENTURA,CENTRE PRIVAT FPA VICENT VENTURA,Priv.,CL,CONVENT DE CARMELITES,1,46010,VALENCIA,València,963935126,963932829,"39,48355","-0,371647"
03012657,CENTRO PRIVADO FORMACIÓN  PROFESIONAL ESPECÍFICA,ACADEMIA DE PELUQUERÍA PELOS,CENTRO PRIVADO FP ACADEMIA DE PELUQUERÍA PELOS,Priv.,CL,EDUARDO DATO,13,3600,ELDA,Alacant,965382120,,"38,474","-0,794386"
03004880,CENTRE PRIVAT E. INFANTIL I PRIMÀRIA,ACADEMIA LUIS VIVES,CENTRE PRIVAT ACADEMIA LUIS VIVES,Priv.,CL,EMILIO HERNÁNDEZ SELVA,30,3205,ELX,Alacant,965460729,966662084,"38,27231","-0,713768"
03010983,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,AITANA,CENTRE PRIVAT AITANA,Priv.,CR,"DE ALACANT-MURCIA, KM. 69",,3320,ELX TORRELLANO,Alacant,965682125,965682041,"38,29701","-0,568132"
03010971,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,EUROPA,CENTRE PRIVAT FP EUROPA,Priv.,CL,TRINQUET,5,3202,ELX,Alacant,965454650,965454650,"38,26664","-0,69661"
03005021,CENTRE PRIVAT DE PÀRVULS,PIZARRO,PARVULARIO PIZARRO,Priv.,CL,HERMANOS GONZALVEZ SELVA,51,3206,ELX,Alacant,965465496,,"38,27092","-0,70555"
12000212,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AMBAIXADOR ENRIQUE BELTRÁN,CEIP AMBAIXADOR ENRIQUE BELTRÁN,Púb.,CL,SANTÍSSIM CRIST,71,12550,ALMASSORA,Castelló,964738315,964738316,"39,94891","-0,066068"
12001769,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,RAMÓN RUBIO SILVESTRE,CEIP RAMÓN RUBIO SILVESTRE,Púb.,CL,LA FUENTE,16,12412,GELDO,Castelló,964712138,,"39,83706","-0,466007"
12002774,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,MAESTRO OLARIA,CEIP MAESTRO OLARIA,Púb.,CL,LA TORRETA,S/N,12124,VILLAHERMOSA DEL RÍO,Castelló,964738680,964738681,"40,20299","-0,419939"
12004187,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,BLANCANIEVES,CENTRE PRIV. ED. INF. 1er CICLE BLANCANIEVES,Priv.,CL,MURILLO,10,12593,MONCOFA,Castelló,964579199,,"39,80576","-0,143403"
03009038,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MARE NOSTRUM,CEIP MARE NOSTRUM,Púb.,CL,JAIME SANTAOLALLA,S/N,3570,VILA JOIOSA (LA),Alacant,966870860,966870861,"38,51271","-0,228117"
03005379,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA VALLVERDA,CEIP LA VALLVERDA,Púb.,CL,VALVERDE BAJO (POLÍGONO 1),195,3139,ELX VALLVERDA,Alacant,966616025,966616026,"38,22881","-0,603417"
46020421,INSTITUT D'EDUCACIÓ SECUNDÀRIA,HORT DE FELIU,IES HORT DE FELIU,Púb.,CL,FOTOGRAFO ISMAEL LATORRE,S/N,46230,ALGINET,València,961719090,961719091,"39,26723","-0,463014"
46019660,CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL,MISLATA,CIPFP MISLATA,Púb.,CL,DOLORES IBARRURI,32,46920,MISLATA,València,961205925,961205926,"39,48166","-0,421965"
46015174,ESCOLA INFANTIL,APÓSTOL SANTIAGO,EI APÓSTOL SANTIAGO,Púb.,CL,GENERAL GIL DOLZ,10-18,46010,VALENCIA,València,961205470,961205471,"39,47258","-0,360639"
46013797,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,PEKES,CENTRE PRIV. ED. INFANTIL PEKES,Priv.,CL,JESÚS,100,46007,VALENCIA,València,963808623,963417505,"39,46123","-0,387526"
46010176,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,PINOKIO,CENTRE PRIV. ED. INF. 1er CICLE PINOKIO,Priv.,CL,CHURAT Y SAURÍ,5,46018,VALENCIA,València,963783327,,"39,46375","-0,391627"
46000924,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AUSIÀS MARCH,CEIP AUSIÀS MARCH,Púb.,AV,MIGUEL HERNÁNDEZ,7,46960,ALDAIA,València,962566840,962566841,"39,46762","-0,466109"
03001431,ESCOLA INFANTIL DE PRIMER CICLE,BENACANTIL,EI 1er CICLE BENACANTIL,Púb.,CL,EJÉRCITOS ESPAÑOLES,S/N,3014,ALACANT,Alacant,965918710,965918711,"38,3698","-0,482516"
46013621,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,BAMBY-ABADE,CENTRE PRIV. ED. INF. 1er CICLE BAMBY-ABADE,Priv.,CL,GENERAL GIL DOLZ,12,46010,VALENCIA,València,963629466,,"39,47247","-0,361025"
46007384,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,ALEVÍN,CENTRE PRIV. ED. INF. 1er CICLE ALEVÍN,Priv.,CL,VICENT ANDRÉS ESTELLÉS ESQ.C.9 D'OCTUBRE,5,46111,ROCAFORT,València,961314117,,"39,53944","-0,419744"
46000900,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,NUESTRA SEÑORA DEL CARMEN,CEIP NUESTRA SEÑORA DEL CARMEN,Púb.,CL,PINTOR SEGRELLES,S/N,46960,ALDAIA,València,962566620,962566621,"39,47418","-0,466286"
46002702,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,FRANCESC PONS BOIGUES,CEIP FRANCESC PONS BOIGUES,Púb.,CL,VICENT ANDRÉS ESTELLÉS,2,46740,CARCAIXENT,València,962457575,962457576,"39,12016","-0,443655"
